端口,时间,MAC,串号,电量,版本,FlashID,Flash,GsensorID,Gsensor自检,心率TIA,ADC,心率校验,充电状态
COM36,2016/4/26 20:06:37,0D 47 44 10 0F C8 ,56565465,,,正确,正确,正确,正确,正确,正确,正确,断开
